filepath,class_label,width,height,filesize_bytes,format,phash,group_id,duplicate_type,split
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_001.jpg,healthy,4284,5712,1365618,JPEG,99a0663d768332f3,555,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_002.jpg,healthy,4284,5712,1357101,JPEG,99e0663d748332f3,555,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_003.jpg,healthy,4284,5712,1372708,JPEG,89e0663ef28330fb,556,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_004.jpg,healthy,4284,5712,1402270,JPEG,89e0661ef383b2f1,557,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_005.jpg,healthy,4284,5712,1388566,JPEG,99e0661df28332f3,555,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_006.jpg,healthy,4284,5712,1335358,JPEG,99e0661ef283b0f9,556,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_007.jpg,healthy,4284,5712,1303811,JPEG,89e0671ef281b8f9,558,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_008.jpg,healthy,4284,5712,1278725,JPEG,8de0770ef281b8b9,558,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_009.jpg,healthy,4284,5712,1271219,JPEG,99a0671ef281b8f9,558,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_011.jpg,healthy,4284,5712,1252222,JPEG,99a0671ef081b8fd,558,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_013.jpg,healthy,4284,5712,1272116,JPEG,99a0671ff081b8bd,559,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_014.jpg,healthy,4284,5712,1269090,JPEG,99a0671ef0d1b8bc,559,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_015.jpg,healthy,3024,4032,1228679,JPEG,99a0671cf0d1b99d,560,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_016.jpg,healthy,3024,4032,1217184,JPEG,99a0271df0d1b99d,560,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_017.jpg,healthy,3024,4032,1220220,JPEG,99a0271ff0d1b99c,560,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_018.jpg,healthy,3024,4032,1215056,JPEG,99a0271fd091b9bd,559,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_019.jpg,healthy,3024,4032,1220027,JPEG,99a0671fd081b9bd,559,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_020.jpg,healthy,3024,4032,1227228,JPEG,99a0679fd081b8bd,559,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_021.jpg,healthy,3024,4032,1251534,JPEG,b1a0671ed083b8fd,561,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_022.jpg,healthy,3024,4032,1240665,JPEG,b9a0663ed283b0fc,562,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_023.jpg,healthy,3024,4032,1210352,JPEG,b9a0763ec29330fc,562,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_024.jpg,healthy,3024,4032,1215157,JPEG,b9a0763cd283b0fc,562,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_025.jpg,healthy,3024,4032,1229021,JPEG,b9a07e3cd283b0f8,562,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_026.jpg,healthy,3024,4032,1233831,JPEG,b9a06e3cd283f0f8,562,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_028.jpg,healthy,3024,4032,1252950,JPEG,b9a06e3cf282f0f8,563,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_029.jpg,healthy,3024,4032,1257811,JPEG,99e06e3cf282f0f8,563,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_030.jpg,healthy,3024,4032,1269967,JPEG,99e0663cf292f0f8,563,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_031.jpg,healthy,3024,4032,1273019,JPEG,89e0663cf292f8f8,564,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_033.jpg,healthy,4284,5712,1459074,JPEG,9ba2653f13d301b9,565,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_034.jpg,healthy,4284,5712,1495513,JPEG,8de067bf02d303f1,566,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_035.jpg,healthy,4284,5712,1470890,JPEG,89e267be12d303f1,566,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_036.jpg,healthy,4284,5712,1477785,JPEG,8de067be12d303f1,566,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_037.jpg,healthy,4284,5712,1486943,JPEG,89e766bc12d303f1,567,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_038.jpg,healthy,4284,5712,1508221,JPEG,89e366bc12d303f9,567,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_039.jpg,healthy,4284,5712,1504522,JPEG,89e666bc92d303f8,567,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_040.jpg,healthy,4284,5712,1510287,JPEG,8de066be12d312f9,568,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_041.jpg,healthy,4284,5712,1509591,JPEG,8de067be12d302f9,566,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_042.jpg,healthy,4284,5712,1505162,JPEG,8de067be12d312f8,568,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_044.jpg,healthy,4284,5712,1485632,JPEG,8de077be12d302f8,568,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_046.jpg,healthy,4284,5712,1454371,JPEG,aca077bf10d108fd,569,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_047.jpg,healthy,4284,5712,1460056,JPEG,aca0739f58d908fc,570,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_048.jpg,healthy,3024,4032,1433390,JPEG,bca0739f50d108fe,570,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_049.jpg,healthy,3024,4032,1458103,JPEG,bda0739f10d108fe,571,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_050.jpg,healthy,3024,4032,1480219,JPEG,99a1739f18d129bc,572,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_051.jpg,healthy,3024,4032,1538168,JPEG,91a3669f91d129bc,573,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_052.jpg,healthy,3024,4032,1492539,JPEG,91a3269fd1d129bc,573,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_053.jpg,healthy,4284,5712,1569179,JPEG,91a376bd11d129bc,573,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_054.jpg,healthy,4284,5712,1591366,JPEG,91a776bc11c12bf4,574,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_055.jpg,healthy,4284,5712,1580558,JPEG,b0a776b811c12ff4,574,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_056.jpg,healthy,3024,4032,1544148,JPEG,a1a676b813c33fb0,575,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_057.jpg,healthy,3024,4032,1547640,JPEG,a1a674b893cb3cb4,576,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_058.jpg,healthy,3024,4032,1541904,JPEG,a0a676b893cb3cb4,576,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_059.jpg,healthy,3024,4032,1543318,JPEG,a1e674b8d3cb38e0,577,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_061.jpg,healthy,3024,4032,1548175,JPEG,a9e674b8d3cb38a0,577,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_062.jpg,healthy,3024,4032,1524152,JPEG,a9e676b8d3cb28a0,577,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_063.jpg,healthy,3024,4032,1520119,JPEG,a9e6e4b8d7da20e0,578,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_064.jpg,healthy,3024,4032,1514883,JPEG,a9e6e4b8d7d228e0,578,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_067.jpg,healthy,3024,4032,1488058,JPEG,a9e6e4b8d7d320e0,578,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_070.jpg,healthy,3024,4032,1463029,JPEG,ade4a6bcd3d320e0,579,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_071.jpg,healthy,3024,4032,1460585,JPEG,ace4b2bcc3db24e0,580,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_072.jpg,healthy,3024,4032,1497802,JPEG,ace6b6b8c3db08e0,581,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_073.jpg,healthy,3024,4032,1535910,JPEG,ade6b6b893db08a0,581,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_074.jpg,healthy,3024,4032,1516750,JPEG,a9e6f6b893db08a0,582,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_075.jpg,healthy,3024,4032,1500929,JPEG,a8e636bc81cb0cfc,583,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_076.jpg,healthy,3024,4032,1515334,JPEG,a8a637bc81c91cfc,583,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_077.jpg,healthy,3024,4032,1511653,JPEG,a8a2379c91c93cfc,584,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_078.jpg,healthy,3024,4032,1538053,JPEG,a4a2379ed1892cfc,585,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_079.jpg,healthy,3024,4032,1514162,JPEG,bca3379e40892cf6,586,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_080.jpg,healthy,3024,4032,1505768,JPEG,bca3339e40c92cf6,586,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_081.jpg,healthy,3024,4032,1504752,JPEG,b4a3379e40c92cf6,586,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_082.jpg,healthy,3024,4032,1500936,JPEG,bca2339f40852ef6,587,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_083.jpg,healthy,3024,4032,1504387,JPEG,bca2339f40c52ed6,587,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_084.jpg,healthy,3024,4032,1504636,JPEG,94a3339f50c12ef6,588,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_085.jpg,healthy,3024,4032,1501990,JPEG,98a3369f50c42ef6,589,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_086.jpg,healthy,3024,4032,1346726,JPEG,88cfe4b187d615e1,590,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_087.jpg,healthy,3024,4032,1340164,JPEG,88ebe6b0c5d21de1,591,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_088.jpg,healthy,3024,4032,1389966,JPEG,88e5e6b0c7d21fe0,592,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_089.jpg,healthy,3024,4032,1398525,JPEG,ade5f6b8c7d200e0,593,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_090.jpg,healthy,3024,4032,1419604,JPEG,ace677bc82d308e4,594,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_091.jpg,healthy,3024,4032,1410473,JPEG,a8a6769c83d338f4,595,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_092.jpg,healthy,3024,4032,1395446,JPEG,a8a2379e81cb2cfc,584,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_093.jpg,healthy,3024,4032,1419339,JPEG,bca0339fc0c928bf,596,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_094.jpg,healthy,3024,4032,1369606,JPEG,b9a0379fd0c928b6,597,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_095.jpg,healthy,3024,4032,1345382,JPEG,b1a2379fd0c928b6,597,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_096.jpg,healthy,3024,4032,1412631,JPEG,b8a3379cc1c92cb6,598,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_097.jpg,healthy,3024,4032,1408870,JPEG,a9a6769883db3ca4,599,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_098.jpg,healthy,3024,4032,1482017,JPEG,a8e776b883d338a4,600,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_099.jpg,healthy,3024,4032,1487906,JPEG,a9e776b8c3d328a0,600,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_100.jpg,healthy,3024,4032,1483031,JPEG,ade776b8c3d228a0,601,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_101.jpg,healthy,3024,4032,1497896,JPEG,a8e7f6b8c7922ca0,602,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_103.jpg,healthy,3024,4032,1488526,JPEG,a9e7b698c39828ec,603,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_104.jpg,healthy,3024,4032,1328194,JPEG,9d82bf18c94d6e07,604,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_105.jpg,healthy,3024,4032,1335291,JPEG,9d829f1cc94dee06,604,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_106.jpg,healthy,3024,4032,1337001,JPEG,9da21f1cc96f6e02,605,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_107.jpg,healthy,3024,4032,1307044,JPEG,9de01f1ccd2e4743,606,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_108.jpg,healthy,3024,4032,1412440,JPEG,9ce11f1ccd2e4743,606,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_109.jpg,healthy,3024,4032,1395630,JPEG,9da01f5ccd2e4743,606,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_110.jpg,healthy,3024,4032,1385553,JPEG,99a01f5ccd2e6743,606,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_111.jpg,healthy,3024,4032,1440139,JPEG,9be01f5ccd2f4702,607,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_112.jpg,healthy,3024,4032,1399082,JPEG,9ba00f5ccd2f4762,607,near,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_113.jpg,healthy,3024,4032,1376010,JPEG,99a00f5ecd276762,608,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_114.jpg,healthy,3024,4032,1367682,JPEG,99a00f5eed276760,608,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_115.jpg,healthy,3024,4032,1368101,JPEG,89a2074eef276761,609,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_116.jpg,healthy,3024,4032,1391479,JPEG,99a00f4eed276761,608,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_117.jpg,healthy,3024,4032,1411414,JPEG,99a00f5eed277720,608,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_118.jpg,healthy,3024,4032,1389876,JPEG,9ba05f58e927f620,610,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_119.jpg,healthy,3024,4032,1374578,JPEG,9b815f58c9277623,611,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_120.jpg,healthy,3024,4032,1377896,JPEG,9b845f58e926f621,610,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_121.jpg,healthy,3024,4032,1366062,JPEG,9ba21f5c6926f3a0,612,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_122.jpg,healthy,3024,4032,1380429,JPEG,9ba21f5c6926f330,612,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_123.jpg,healthy,3024,4032,1409836,JPEG,9be31f5c69265321,613,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_124.jpg,healthy,3024,4032,1412233,JPEG,9be31f5c4126d3a1,613,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_125.jpg,healthy,3024,4032,1394846,JPEG,9fe21f484926d7a1,614,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_126.jpg,healthy,3024,4032,1410180,JPEG,9fe21f0cc92697a1,614,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_127.jpg,healthy,3024,4032,1337983,JPEG,9f811f28c927b7a1,615,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_129.jpg,healthy,3024,4032,1320686,JPEG,9fa11f28e927a3a1,615,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_130.jpg,healthy,3024,4032,1306124,JPEG,89a90facec3793a1,616,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_131.jpg,healthy,3024,4032,1300988,JPEG,88a10faced3793b4,617,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_132.jpg,healthy,4284,5712,1946262,JPEG,e6717125a35e4b1c,618,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_133.jpg,healthy,4284,5712,1948067,JPEG,e661712da35e4b1c,618,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_134.jpg,healthy,4284,5712,1894854,JPEG,ec61732da35c4b1c,619,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_135.jpg,healthy,3024,4032,1429315,JPEG,ec63732da2585b94,620,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_136.jpg,healthy,3024,4032,1403366,JPEG,ec63732da2585b1c,619,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_137.jpg,healthy,3024,4032,1420743,JPEG,ec61732da35c5a1c,619,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_138.jpg,healthy,3024,4032,1432006,JPEG,ec61732da31e4b1c,619,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_139.jpg,healthy,3024,4032,1467480,JPEG,ec63736da31c4a1c,619,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_140.jpg,healthy,3024,4032,1476432,JPEG,ec63716da31c4b1c,619,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_142.jpg,healthy,3024,4032,1455791,JPEG,ec43636da73c4a1c,621,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_143.jpg,healthy,3024,4032,1423008,JPEG,ec63636da7585a14,622,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_144.jpg,healthy,3024,4032,1392190,JPEG,ec63736da3584a94,620,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_145.jpg,healthy,4284,5712,1754469,JPEG,ec63636da6585a94,620,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_146.jpg,healthy,4284,5712,1634840,JPEG,ec63636da6585a85,622,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_148.jpg,healthy,4284,5712,1687349,JPEG,ece3626dae585a14,622,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_149.jpg,healthy,4284,5712,1738986,JPEG,ece3636da2585a94,620,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_150.jpg,healthy,4284,5712,1805420,JPEG,ec63636da2585b94,620,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_151.jpg,healthy,4284,5712,1831061,JPEG,ec63636db2585a1c,622,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_152.jpg,healthy,4284,5712,1453701,JPEG,995a16c170ddfa58,623,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_154.jpg,healthy,4284,5712,1461924,JPEG,995a16d070ddfa58,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_156.jpg,healthy,4284,5712,1463408,JPEG,995a16c850ddfb58,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_157.jpg,healthy,4284,5712,1481908,JPEG,995a16c050fdfa59,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_158.jpg,healthy,4284,5712,1473787,JPEG,99da16c1509dfa59,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_159.jpg,healthy,3024,4032,1302779,JPEG,99da16c1509cfa79,624,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_160.jpg,healthy,3024,4032,1285251,JPEG,99da16c0509cfa7b,624,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_161.jpg,healthy,3024,4032,1281935,JPEG,99da16c850dcfa59,624,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_162.jpg,healthy,3024,4032,1245066,JPEG,99db16c8509cf25d,625,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_163.jpg,healthy,3024,4032,1275646,JPEG,99de16c1509cfa59,624,near,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_164.jpg,healthy,3024,4032,1311146,JPEG,995a16c150fdfa58,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_165.jpg,healthy,3024,4032,1301960,JPEG,915815c270fdfe58,626,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_166.jpg,healthy,3024,4032,1300430,JPEG,995a16d85cddbb08,627,none,val
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_167.jpg,healthy,3024,4032,1309929,JPEG,995812f95cd5bb0a,628,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_168.jpg,healthy,3024,4032,1320165,JPEG,995842fb5c95ab2a,629,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_169.jpg,healthy,3024,4032,1377935,JPEG,9b5840fb1c95abaa,629,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_170.jpg,healthy,3024,4032,1304293,JPEG,9b5848fb5c94a72a,630,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_171.jpg,healthy,3024,4032,1298092,JPEG,9b5848f95cd4a72a,630,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_172.jpg,healthy,3024,4032,1311141,JPEG,9a5a48fa5c94a7aa,630,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_173.jpg,healthy,3024,4032,1290656,JPEG,9b5848fa5dd485aa,631,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_174.jpg,healthy,3024,4032,1305395,JPEG,9b5848fb5cd485a3,631,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_175.jpg,healthy,3024,4032,1356928,JPEG,9b1a48fa1fd585a1,632,none,test
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_176.jpg,healthy,4284,5712,1340070,JPEG,915617d070bdfa58,633,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_177.jpg,healthy,4284,5712,1303053,JPEG,995615d070bdfa58,633,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_178.jpg,healthy,3024,4032,1240255,JPEG,8cdb12c851ccf85f,634,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_180.jpg,healthy,3024,4032,1248847,JPEG,9cdb12c851ccf85d,634,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_181.jpg,healthy,3024,4032,1269161,JPEG,995b16c850acfa5d,625,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_182.jpg,healthy,3024,4032,1223123,JPEG,995e16c070ddfa58,623,near,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_183.jpg,healthy,3024,4032,1221659,JPEG,99d616c8305dfb38,635,none,train
C:\workstation\3RD YEAR\citrus_fruit\Citrus-Diseases\healthy\healthy_184.jpg,healthy,4284,5712,1633578,JPEG,995a26c132e6faa6,636,none,train
